trade_time,close,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11,Residue
2022-10-17 09:30:00,1726.0,8.648465139607804,0.5183403421708819,-2.7873556560079384,2.1981401210524267,5.276701233538661,5.2174061211270075,-1.2353040450836408,-2.8347156903714956,-5.685283186930419,116.06019427156644,71.44838685233385,1529.1750244969965
2022-10-17 09:31:00,1721.25,5.046737081567254,0.13015187840972828,-3.7184471482894454,2.0714689132661173,5.53667129815107,5.28227578221328,-1.2419471050582442,-2.855943485938302,-5.6881362484396,116.07598848527796,71.45297764424716,1529.158202904593
2022-10-17 09:32:00,1720.84,0.6702097956126606,2.8834693256373845,-2.778686351730305,2.1795841598100862,5.698017311115505,5.316560848777203,-1.2520000014646182,-2.8770542067150977,-5.690530316938787,116.09157344967727,71.45747558188204,1529.1413804043366
2022-10-17 09:33:00,1718.94,-6.138259944519912,5.442944509735332,-0.7842778193032376,2.5077616806708343,5.754495985501729,5.319899749514271,-1.265447262489668,-2.8980415959394623,-5.692461862803388,116.1069489496549,71.46188061042804,1529.1245569995506
2022-10-17 09:34:00,1720.0,6.151298716619011,-7.650723750562236,0.731995512000419,2.9673864938806647,5.706316462311518,5.29273660140013,-1.2822258889572948,-2.918896934802465,-5.693927358782841,116.12211477826374,71.46619267502749,1529.1077326936017
2022-10-17 09:35:00,1727.78,0.6240612454065254,4.976423543997615,1.2143239610090426,3.41134544883804,5.556300351023581,5.23592708611787,-1.3022376250772998,-2.939610661679404,-5.6949232943212795,116.1370707340031,71.47041172081096,1529.0909074898711
2022-10-17 09:36:00,1720.1,-1.533864621432573,-0.6836823012330179,1.448469867664226,3.687682658316138,5.311540575150821,5.150406654612813,-1.3253701336170522,-2.960172256805221,-5.695446147018639,116.15181661956915,71.47453769305534,1529.074081391738
2022-10-17 09:37:00,1719.94,2.4172726317991167,-4.46833687409121,1.6154401561364755,3.681900109284203,4.981942032357947,5.037166510399827,-1.3514985145169087,-2.9805709196388084,-5.695492325517951,116.16635225315578,71.4785705380513,1529.0572544025802
2022-10-17 09:38:00,1719.0,-2.353367250795868,0.003909538136773804,1.9234837495736088,3.3224212598171046,4.578915519617469,4.897361280921497,-1.3804838983324992,-3.0007961865796,-5.695058211265287,116.18067746902321,71.48251020410453,1529.0404265257791
2022-10-17 09:39:00,1718.08,-1.19531309368343,-1.0757462918358427,2.34935390933581,2.5783432319659734,4.113211691466383,4.732551622388705,-1.4121683355225998,-3.0208390464126342,-5.694140208343848,116.1947921148088,71.48635664110903,1529.0235977647237
