trade_time,open,high,low,close,vol,amount
2022-10-17 09:30:00,3060.52,3060.52,3060.52,3060.52,0.0,0.0
2022-10-17 09:31:00,3061.75,3061.75,3061.75,3061.75,0.0,0.0
2022-10-17 09:32:00,3066.47,3066.47,3066.47,3066.47,0.0,0.0
2022-10-17 09:33:00,3067.94,3067.94,3067.94,3067.94,0.0,0.0
2022-10-17 09:34:00,3069.05,3069.05,3069.05,3069.05,0.0,0.0
2022-10-17 09:35:00,3069.27,3069.27,3069.27,3069.27,0.0,0.0
2022-10-17 09:36:00,3065.59,3065.59,3065.59,3065.59,0.0,0.0
2022-10-17 09:37:00,3066.16,3066.16,3066.16,3066.16,0.0,0.0
2022-10-17 09:38:00,3066.86,3066.86,3066.86,3066.86,0.0,0.0
2022-10-17 09:39:00,3066.88,3066.88,3066.88,3066.88,0.0,0.0
2022-10-17 09:40:00,3066.45,3066.45,3066.45,3066.45,0.0,0.0
2022-10-17 09:41:00,3060.39,3060.39,3060.39,3060.39,0.0,0.0
2022-10-17 09:42:00,3060.51,3060.51,3060.51,3060.51,0.0,0.0
2022-10-17 09:43:00,3057.63,3057.63,3057.63,3057.63,0.0,0.0
2022-10-17 09:44:00,3055.08,3055.08,3055.08,3055.08,0.0,0.0
2022-10-17 09:45:00,3054.08,3054.08,3054.08,3054.08,0.0,0.0
2022-10-17 09:46:00,3056.67,3056.67,3056.67,3056.67,0.0,0.0
2022-10-17 09:47:00,3058.66,3058.66,3058.66,3058.66,0.0,0.0
2022-10-17 09:48:00,3059.47,3059.47,3059.47,3059.47,0.0,0.0
2022-10-17 09:49:00,3059.07,3059.07,3059.07,3059.07,0.0,0.0
2022-10-17 09:50:00,3061.48,3061.48,3061.48,3061.48,0.0,0.0
2022-10-17 09:51:00,3058.7,3058.7,3058.7,3058.7,0.0,0.0
2022-10-17 09:52:00,3057.58,3057.58,3057.58,3057.58,0.0,0.0
2022-10-17 09:53:00,3054.55,3054.55,3054.55,3054.55,0.0,0.0
2022-10-17 09:54:00,3053.62,3053.62,3053.62,3053.62,0.0,0.0
2022-10-17 09:55:00,3056.14,3056.14,3056.14,3056.14,0.0,0.0
2022-10-17 09:56:00,3054.12,3054.12,3054.12,3054.12,0.0,0.0
2022-10-17 09:57:00,3053.7,3053.7,3053.7,3053.7,0.0,0.0
2022-10-17 09:58:00,3054.95,3054.95,3054.95,3054.95,0.0,0.0
2022-10-17 09:59:00,3056.09,3056.09,3056.09,3056.09,0.0,0.0
2022-10-17 10:00:00,3054.13,3054.13,3054.13,3054.13,0.0,0.0
2022-10-17 10:01:00,3054.07,3054.07,3054.07,3054.07,0.0,0.0
2022-10-17 10:02:00,3056.0,3056.0,3056.0,3056.0,0.0,0.0
2022-10-17 10:03:00,3058.3,3058.3,3058.3,3058.3,0.0,0.0
2022-10-17 10:04:00,3059.97,3059.97,3059.97,3059.97,0.0,0.0
2022-10-17 10:05:00,3058.98,3058.98,3058.98,3058.98,0.0,0.0
2022-10-17 10:06:00,3058.43,3058.43,3058.43,3058.43,0.0,0.0
2022-10-17 10:07:00,3059.63,3059.63,3059.63,3059.63,0.0,0.0
2022-10-17 10:08:00,3060.26,3060.26,3060.26,3060.26,0.0,0.0
2022-10-17 10:09:00,3060.54,3060.54,3060.54,3060.54,0.0,0.0
2022-10-17 10:10:00,3060.36,3060.36,3060.36,3060.36,0.0,0.0
2022-10-17 10:11:00,3061.33,3061.33,3061.33,3061.33,0.0,0.0
2022-10-17 10:12:00,3062.92,3062.92,3062.92,3062.92,0.0,0.0
2022-10-17 10:13:00,3064.87,3064.87,3064.87,3064.87,0.0,0.0
2022-10-17 10:14:00,3066.61,3066.61,3066.61,3066.61,0.0,0.0
2022-10-17 10:15:00,3066.15,3066.15,3066.15,3066.15,0.0,0.0
2022-10-17 10:16:00,3067.25,3067.25,3067.25,3067.25,0.0,0.0
2022-10-17 10:17:00,3065.15,3065.15,3065.15,3065.15,0.0,0.0
2022-10-17 10:18:00,3066.39,3066.39,3066.39,3066.39,0.0,0.0
2022-10-17 10:19:00,3066.23,3066.23,3066.23,3066.23,0.0,0.0
2022-10-17 10:20:00,3063.29,3063.29,3063.29,3063.29,0.0,0.0
2022-10-17 10:21:00,3062.85,3062.85,3062.85,3062.85,0.0,0.0
2022-10-17 10:22:00,3062.93,3062.93,3062.93,3062.93,0.0,0.0
2022-10-17 10:23:00,3064.05,3064.05,3064.05,3064.05,0.0,0.0
2022-10-17 10:24:00,3067.26,3067.26,3067.26,3067.26,0.0,0.0
2022-10-17 10:25:00,3066.14,3066.14,3066.14,3066.14,0.0,0.0
2022-10-17 10:26:00,3065.56,3065.56,3065.56,3065.56,0.0,0.0
2022-10-17 10:27:00,3064.76,3064.76,3064.76,3064.76,0.0,0.0
2022-10-17 10:28:00,3064.11,3064.11,3064.11,3064.11,0.0,0.0
2022-10-17 10:29:00,3064.43,3064.43,3064.43,3064.43,0.0,0.0
2022-10-17 10:30:00,3065.04,3065.04,3065.04,3065.04,0.0,0.0
2022-10-17 10:31:00,3064.51,3064.51,3064.51,3064.51,0.0,0.0
2022-10-17 10:32:00,3063.47,3063.47,3063.47,3063.47,0.0,0.0
2022-10-17 10:33:00,3063.43,3063.43,3063.43,3063.43,0.0,0.0
2022-10-17 10:34:00,3063.26,3063.26,3063.26,3063.26,0.0,0.0
2022-10-17 10:35:00,3063.46,3063.46,3063.46,3063.46,0.0,0.0
2022-10-17 10:36:00,3063.56,3063.56,3063.56,3063.56,0.0,0.0
2022-10-17 10:37:00,3062.92,3062.92,3062.92,3062.92,0.0,0.0
2022-10-17 10:38:00,3062.58,3062.58,3062.58,3062.58,0.0,0.0
2022-10-17 10:39:00,3064.21,3064.21,3064.21,3064.21,0.0,0.0
2022-10-17 10:40:00,3063.75,3063.75,3063.75,3063.75,0.0,0.0
2022-10-17 10:41:00,3064.0,3064.0,3064.0,3064.0,0.0,0.0
2022-10-17 10:42:00,3064.07,3064.07,3064.07,3064.07,0.0,0.0
2022-10-17 10:43:00,3066.25,3066.25,3066.25,3066.25,0.0,0.0
2022-10-17 10:44:00,3067.15,3067.15,3067.15,3067.15,0.0,0.0
2022-10-17 10:45:00,3067.08,3067.08,3067.08,3067.08,0.0,0.0
2022-10-17 10:46:00,3065.87,3065.87,3065.87,3065.87,0.0,0.0
2022-10-17 10:47:00,3066.99,3066.99,3066.99,3066.99,0.0,0.0
2022-10-17 10:48:00,3067.75,3067.75,3067.75,3067.75,0.0,0.0
2022-10-17 10:49:00,3067.91,3067.91,3067.91,3067.91,0.0,0.0
2022-10-17 10:50:00,3068.52,3068.52,3068.52,3068.52,0.0,0.0
2022-10-17 10:51:00,3068.65,3068.65,3068.65,3068.65,0.0,0.0
2022-10-17 10:52:00,3068.06,3068.06,3068.06,3068.06,0.0,0.0
2022-10-17 10:53:00,3067.45,3067.45,3067.45,3067.45,0.0,0.0
2022-10-17 10:54:00,3066.52,3066.52,3066.52,3066.52,0.0,0.0
2022-10-17 10:55:00,3067.06,3067.06,3067.06,3067.06,0.0,0.0
2022-10-17 10:56:00,3066.7,3066.7,3066.7,3066.7,0.0,0.0
2022-10-17 10:57:00,3065.88,3065.88,3065.88,3065.88,0.0,0.0
2022-10-17 10:58:00,3065.09,3065.09,3065.09,3065.09,0.0,0.0
2022-10-17 10:59:00,3065.52,3065.52,3065.52,3065.52,0.0,0.0
2022-10-17 11:00:00,3065.36,3065.36,3065.36,3065.36,0.0,0.0
2022-10-17 11:01:00,3064.12,3064.12,3064.12,3064.12,0.0,0.0
2022-10-17 11:02:00,3063.32,3063.32,3063.32,3063.32,0.0,0.0
2022-10-17 11:03:00,3065.48,3065.48,3065.48,3065.48,0.0,0.0
2022-10-17 11:04:00,3066.11,3066.11,3066.11,3066.11,0.0,0.0
2022-10-17 11:05:00,3065.45,3065.45,3065.45,3065.45,0.0,0.0
2022-10-17 11:06:00,3065.36,3065.36,3065.36,3065.36,0.0,0.0
2022-10-17 11:07:00,3064.81,3064.81,3064.81,3064.81,0.0,0.0
2022-10-17 11:08:00,3066.86,3066.86,3066.86,3066.86,0.0,0.0
2022-10-17 11:09:00,3066.88,3066.88,3066.88,3066.88,0.0,0.0
2022-10-17 11:10:00,3066.93,3066.93,3066.93,3066.93,0.0,0.0
2022-10-17 11:11:00,3065.65,3065.65,3065.65,3065.65,0.0,0.0
2022-10-17 11:12:00,3064.92,3064.92,3064.92,3064.92,0.0,0.0
2022-10-17 11:13:00,3064.18,3064.18,3064.18,3064.18,0.0,0.0
2022-10-17 11:14:00,3064.12,3064.12,3064.12,3064.12,0.0,0.0
2022-10-17 11:15:00,3064.41,3064.41,3064.41,3064.41,0.0,0.0
2022-10-17 11:16:00,3063.7,3063.7,3063.7,3063.7,0.0,0.0
2022-10-17 11:17:00,3064.69,3064.69,3064.69,3064.69,0.0,0.0
2022-10-17 11:18:00,3065.58,3065.58,3065.58,3065.58,0.0,0.0
2022-10-17 11:19:00,3066.78,3066.78,3066.78,3066.78,0.0,0.0
2022-10-17 11:20:00,3066.05,3066.05,3066.05,3066.05,0.0,0.0
2022-10-17 11:21:00,3065.86,3065.86,3065.86,3065.86,0.0,0.0
2022-10-17 11:22:00,3065.83,3065.83,3065.83,3065.83,0.0,0.0
2022-10-17 11:23:00,3068.49,3068.49,3068.49,3068.49,0.0,0.0
2022-10-17 11:24:00,3068.56,3068.56,3068.56,3068.56,0.0,0.0
2022-10-17 11:25:00,3068.15,3068.15,3068.15,3068.15,0.0,0.0
2022-10-17 11:26:00,3068.7,3068.7,3068.7,3068.7,0.0,0.0
2022-10-17 11:27:00,3068.37,3068.37,3068.37,3068.37,0.0,0.0
2022-10-17 11:28:00,3069.01,3069.01,3069.01,3069.01,0.0,0.0
2022-10-17 11:29:00,3068.63,3068.63,3068.63,3068.63,0.0,0.0
2022-10-17 11:30:00,3068.83,3068.83,3068.83,3068.83,0.0,0.0
2022-10-17 13:01:00,3067.59,3067.59,3067.59,3067.59,0.0,0.0
2022-10-17 13:02:00,3067.17,3067.17,3067.17,3067.17,0.0,0.0
2022-10-17 13:03:00,3067.52,3067.52,3067.52,3067.52,0.0,0.0
2022-10-17 13:04:00,3066.75,3066.75,3066.75,3066.75,0.0,0.0
2022-10-17 13:05:00,3067.57,3067.57,3067.57,3067.57,0.0,0.0
